field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
template_code,Kode Template,varchar,20,true,true,NULL,uppercase,NULL,Kode unik template
jenis_naskah,Jenis Naskah,enum,NULL,true,false,NULL,none,"SK,SE,ST,SU,ND,MEMO,BA,LAP,SP,SKET",Jenis surat
nama_template,Nama Template,varchar,255,true,false,NULL,none,NULL,Nama template
deskripsi,Deskripsi,text,NULL,false,false,NULL,none,NULL,Penjelasan penggunaan
kop_surat,Kop Surat,text,NULL,true,false,NULL,none,NULL,HTML kop surat
template_content,Isi Template,text,NULL,true,false,NULL,none,NULL,HTML dengan placeholder
footer,Footer,text,NULL,false,false,NULL,none,NULL,Footer tanda tangan
penandatangan_default,Penandatangan Default,enum,NULL,true,false,kepala_dinas,none,"kepala_dinas,sekretaris,kepala_bidang",Default penandatangan
auto_numbering_format,Format Nomor,varchar,100,true,false,NULL,none,NULL,Format auto-numbering
placeholders,Placeholders,json,NULL,false,false,NULL,none,NULL,Daftar placeholder
version,Versi,int,11,true,false,1,none,NULL,Versi template
is_active,Status Aktif,boolean,NULL,true,false,1,none,NULL,Template aktif
created_by,Dibuat Oleh,int,11,true,false,NULL,none,NULL,User ID
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
