field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
asn_id,ASN ID,int,11,true,false,NULL,none,NULL,FK ke tabel asn
nip,NIP,varchar,18,true,false,NULL,nip_18_digit,NULL,Denormalized NIP
nama_asn,Nama ASN,varchar,255,false,false,NULL,none,NULL,Denormalized nama
tanggal_jatuh_tempo,Tanggal Jatuh Tempo,date,NULL,true,false,NULL,none,NULL,Tanggal KGB
days_until_due,Days Until Due,int,11,false,false,NULL,none,NULL,Kalau perlu pre-compute
status,Status,enum,NULL,true,false,pending,none,"pending,notified,completed,overdue",Status tracking
penanggung_jawab,Penanggung Jawab,varchar,255,false,false,NULL,none,NULL,PIC
catatan,Catatan,text,NULL,false,false,NULL,none,NULL,Catatan administrasi
reminder_sent,Reminder Terkirim,boolean,NULL,false,false,0,none,NULL,Flag notifikasi
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
