field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
nip,NIP,varchar,18,true,true,NULL,nip_18_digit,NULL,Nomor Induk Pegawai 18 digit
nama_lengkap,Nama Lengkap,varchar,255,true,false,NULL,none,NULL,Nama lengkap (dengan gelar)
gelar,Gelar Depan / Belakang,varchar,100,false,false,NULL,none,NULL,Gelar akademik/profesional
tempat_lahir,Tempat Lahir,varchar,100,false,false,NULL,none,NULL,
tanggal_lahir,Tanggal Lahir,date,NULL,false,false,NULL,none,NULL,Format YYYY-MM-DD
jenis_kelamin,Jenis Kelamin,enum,NULL,false,false,NULL,none,"Laki-Laki,Perempuan",Jenis kelamin
agama,Agama,enum,NULL,false,false,NULL,none,"Islam,Kristen,Katolik,Hindu,Budha,Kepercayaan,Lainnya",Agama
alamat,Alamat,text,NULL,false,false,NULL,none,NULL,Alamat domisili
unit_kerja,Unit Kerja,enum,NULL,true,false,NULL,none,"Sekretariat,UPTD,Bidang Ketersediaan,Bidang Distribusi,Bidang Konsumsi",Unit kerja
jabatan,Jabatan,varchar,255,false,false,NULL,none,NULL,Jabatan / posisi
pangkat,Pangkat,varchar,100,false,false,NULL,none,NULL,Pangkat terakhir
golongan,Golongan,varchar,10,false,false,NULL,none,NULL,Golongan ruang
tanggal_pengangkatan,Tanggal Pengangkatan,date,NULL,false,false,NULL,none,NULL,
tanggal_kgb_berikutnya,Tanggal KGB Berikutnya,date,NULL,false,false,NULL,none,NULL,Tanggal kenaikan gaji berikutnya
status,Status,enum,NULL,true,false,aktif,none,"aktif,nonaktif,pensiun",Status ASN
is_active,Status Aktif,boolean,NULL,true,false,1,none,NULL,Flag aktif
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
