field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
asn_id,ASN ID,int,11,true,false,NULL,none,NULL,FK ke tabel asn
nip,NIP,varchar,18,true,false,NULL,nip_18_digit,NULL,Denormalized NIP
nama_asn,Nama ASN,varchar,255,false,false,NULL,none,NULL,Denormalized nama
jenis_penghargaan,Jenis Penghargaan,varchar,255,true,false,NULL,none,NULL,Contoh: Penghargaan 10 tahun
tanggal_penghargaan,Tanggal Penghargaan,date,NULL,true,false,NULL,none,NULL,
nomor_sk,Nomor SK,varchar,100,false,false,NULL,none,NULL,SK penghargaan
penanggung_jawab,Penanggung Jawab,varchar,255,false,false,NULL,none,NULL,
keterangan,Keterangan,text,NULL,false,false,NULL,none,NULL,
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
