field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
asn_id,ASN ID,int,11,true,false,NULL,none,NULL,FK ke tabel asn
nip,NIP,varchar,18,true,false,NULL,nip_18_digit,NULL,
nama_asn,Nama ASN,varchar,255,false,false,NULL,none,NULL,
jenis_cuti,Jenis Cuti,enum,NULL,true,false,NULL,none,"Tahunan,Sakit,Besar,Melahirkan,Alasan Penting,Luar Tanggungan Negara",Jenis cuti
tanggal_mulai,Tanggal Mulai,date,NULL,true,false,NULL,none,NULL,
tanggal_selesai,Tanggal Selesai,date,NULL,true,false,NULL,none,NULL,
lama_hari,Lama Cuti,int,11,false,false,NULL,none,NULL,Jumlah hari
alasan,Alasan,text,NULL,false,false,NULL,none,NULL,
status,Status,enum,NULL,true,false,pending,none,"pending,approved,rejected,cancelled",Status
pengganti,NIP Pengganti,varchar,18,false,false,NULL,nip_18_digit,NULL,NIP pengganti sementara (opsional)
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
