field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
asn_id,ASN ID,int,11,false,false,NULL,none,NULL,FK ke tabel asn (peserta)
nip,NIP,varchar,18,false,false,NULL,nip_18_digit,NULL,Denormalized NIP
nama_asn,Nama ASN,varchar,255,false,false,NULL,none,NULL,Denormalized nama
nama_diklat,Nama Diklat,varchar,255,true,false,NULL,none,NULL,Nama diklat/pelatihan
penyelenggara,Penyelenggara,varchar,255,false,false,NULL,none,NULL,Organisasi penyelenggara
lokasi,Lokasi,varchar,255,false,false,NULL,none,NULL,Tempat pelaksanaan
tanggal_mulai,Tanggal Mulai,date,NULL,true,false,NULL,none,NULL,Format YYYY-MM-DD
tanggal_selesai,Tanggal Selesai,date,NULL,false,false,NULL,none,NULL,Format YYYY-MM-DD
durasi_hari,Durasi Hari,int,11,false,false,NULL,none,NULL,Lama pelatihan dalam hari
sertifikat,Sertifikat,varchar,255,false,false,NULL,none,NULL,Path/filename sertifikat
peserta_status,Status Peserta,enum,NULL,false,false,registered,none,"registered,attended,completed,cancelled",Status peserta
biaya,Biaya,decimal,"15,2",false,false,NULL,none,NULL,Total biaya (jika ada)
catatan,Catatan,text,NULL,false,false,NULL,none,NULL,Catatan tambahan
is_sensitive,Tingkat Sensitivitas,enum,NULL,true,false,Biasa,none,"Biasa,Sensitif",Klasifikasi data
created_by,Dibuat Oleh,int,11,true,false,NULL,none,NULL,User ID pembuat
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
