field_name,field_label,field_type,field_length,is_required,is_unique,default_value,validation,dropdown_options,help_text
id,ID,auto_increment,11,true,true,NULL,none,NULL,Primary Key
asn_id,ASN ID,int,11,true,false,NULL,none,NULL,FK ke tabel asn
nip,NIP,varchar,18,true,false,NULL,nip_18_digit,NULL,
nama_asn,Nama ASN,varchar,255,false,false,NULL,none,NULL,
tahun,Tahun,int,4,true,false,NULL,none,NULL,
periode,Periode,varchar,50,false,false,NULL,none,NULL,
nilai_skp,Nilai SKP,decimal,"5,2",false,false,NULL,none,NULL,
predikat,Predikat,enum,NULL,false,false,NULL,none,"Sangat Baik,Baik,Cukup,Kurang,Buruk",Predikat kinerja
keterangan,Keterangan,text,NULL,false,false,NULL,none,NULL,
created_at,Dibuat Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
updated_at,Diperbarui Pada,timestamp,NULL,true,false,CURRENT_TIMESTAMP,none,NULL,
